path	classification	unsigned_equal	runtime_equal	executable_equal	writable_equal	symbol_equal	text_equal	different_runtime_sections
kernel/arch/x86/crypto/aegis128-aesni.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/aesni-intel.ko	runtime-code-or-symbol-different	false	false	false	true	true	false	.text,__versions
kernel/arch/x86/crypto/blake2s-x86_64.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/blowfish-x86_64.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/camellia-aesni-avx-x86_64.ko	runtime-code-or-symbol-different	false	false	false	true	false	false	.text,__versions
kernel/arch/x86/crypto/camellia-aesni-avx2.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/camellia-x86_64.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/cast5-avx-x86_64.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/cast6-avx-x86_64.ko	runtime-code-or-symbol-different	false	false	false	true	true	false	.text,__versions
kernel/arch/x86/crypto/chacha-x86_64.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.data..ro_after_init,.rodata,.rodata.str1.1,.rodata.str1.8,.text,.text.unlikely,__bug_table,__jump_table,__versions
kernel/arch/x86/crypto/crc32-pclmul.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/crc32c-intel.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/crct10dif-pclmul.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/curve25519-x86_64.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.data..ro_after_init,.exit.text,.init.text,.rodata,.rodata.str1.1,.rodata.str1.8,.text,__bug_table,__jump_table,__versions
kernel/arch/x86/crypto/des3_ede-x86_64.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/ghash-clmulni-intel.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/glue_helper.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/poly1305-x86_64.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.data..ro_after_init,.rodata,.rodata.str1.1,.rodata.str1.8,.text,.text.unlikely,__bug_table,__jump_table,__versions
kernel/arch/x86/crypto/serpent-avx-x86_64.ko	runtime-code-or-symbol-different	false	false	false	true	false	false	.text,__versions
kernel/arch/x86/crypto/serpent-avx2.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/serpent-sse2-x86_64.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/sha1-ssse3.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/sha256-ssse3.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/sha512-ssse3.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/twofish-avx-x86_64.ko	runtime-code-or-symbol-different	false	false	false	true	true	false	.text,__versions
kernel/arch/x86/crypto/twofish-x86_64-3way.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/crypto/twofish-x86_64.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/events/amd/power.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/events/intel/intel-cstate.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/events/intel/intel-uncore.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/events/rapl.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/kernel/cpu/mce/mce-inject.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/kernel/cpuid.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/kernel/msr.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/arch/x86/kvm/kvm-amd.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.return_sites,.rodata.str1.8,.text,__dyndbg,__jump_table,__versions
kernel/arch/x86/kvm/kvm-intel.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.bss,.fixup,.init.text,.noinstr.text,.orc_unwind,.orc_unwind_ip,.parainstructions,.return_sites,.rodata,.rodata.str1.1,.rodata.str1.8,.smp_locks,.static_call_sites,.text,.text.unlikely,__bug_table,__dyndbg,__ex_table,__jump_table,__mcount_loc,__versions
kernel/arch/x86/kvm/kvm.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.altinstr_replacement,.altinstructions,.data..read_mostly,.orc_unwind,.orc_unwind_ip,.parainstructions,.retpoline_sites,.return_sites,.rodata,.rodata.str1.1,.rodata.str1.8,.smp_locks,.static_call_sites,.text,__bug_table,__dyndbg,__jump_table,__mcount_loc,__tracepoints,__versions
kernel/arch/x86/oprofile/oprofile.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/block/bfq.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.text,__jump_table,__versions
kernel/block/kyber-iosched.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.return_sites,.text,__jump_table,__tracepoints,__versions
kernel/block/t10-pi.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/adiantum.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/aegis128.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/aes_ti.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/af_alg.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.text,__jump_table,__versions
kernel/crypto/algif_aead.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/algif_hash.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/algif_rng.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/algif_skcipher.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/ansi_cprng.ko	runtime-code-or-symbol-different	false	false	false	false	true	false	.data,.exit.text,.init.text,.orc_unwind,.orc_unwind_ip,.return_sites,.rodata.str1.8,.text,.text.unlikely,__mcount_loc,__versions
kernel/crypto/asymmetric_keys/pkcs8_key_parser.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/async_tx/async_memcpy.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__dyndbg,__jump_table,__versions
kernel/crypto/async_tx/async_pq.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.text,__dyndbg,__jump_table,__versions
kernel/crypto/async_tx/async_raid6_recov.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__dyndbg,__jump_table,__versions
kernel/crypto/async_tx/async_tx.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__dyndbg,__jump_table,__versions
kernel/crypto/async_tx/async_xor.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.text,__bug_table,__dyndbg,__jump_table,__versions
kernel/crypto/authenc.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/authencesn.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/blake2b_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/blake2s_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/blowfish_common.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/blowfish_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/camellia_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/cast5_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/cast6_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/cast_common.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/ccm.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/cfb.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/chacha20poly1305.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/chacha_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/cmac.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/crc32_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/crc32c_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/crct10dif_common.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/crct10dif_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/cryptd.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/crypto_engine.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/crypto_simd.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/crypto_user.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/ctr.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/cts.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/curve25519-generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/des_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/drbg.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.init.text,.orc_unwind,.orc_unwind_ip,.return_sites,.rodata.str1.8,.text,.text.unlikely,__bug_table,__mcount_loc,__versions
kernel/crypto/ecb.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/ecc.ko	runtime-code-or-symbol-different	false	false	false	true	false	false	.text,__versions
kernel/crypto/ecdh_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/echainiv.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/ecrdsa_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/essiv.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/fcrypt.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/gcm.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/gf128mul.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/ghash-generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/jitterentropy_rng.ko	runtime-code-or-symbol-different	false	false	false	true	false	false	.orc_unwind,.orc_unwind_ip,.text,__versions
kernel/crypto/keywrap.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/lrw.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/lz4.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/lz4hc.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/md4.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/michael_mic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/nhpoly1305.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/ofb.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/pcbc.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/pcrypt.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/poly1305_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/rmd128.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/rmd160.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/rmd256.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/rmd320.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/salsa20_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/seqiv.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/serpent_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/sha3_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/sha512_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/streebog_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/tcrypt.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.init.text,.orc_unwind,.return_sites,.text,__dyndbg,__jump_table,__versions
kernel/crypto/tgr192.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/twofish_common.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/twofish_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/vmac.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/wp512.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/xcbc.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/xor.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/xts.ko	runtime-code-or-symbol-different	false	false	false	true	true	false	.orc_unwind,.orc_unwind_ip,.text,__versions
kernel/crypto/xxhash_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/crypto/zstd.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.return_sites,.text,__dyndbg,__jump_table,__versions
kernel/drivers/accessibility/speakup/speakup_acntsa.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_apollo.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_audptr.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_bns.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_decext.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_dectlk.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_dummy.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_ltlk.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_soft.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_spkout.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/accessibility/speakup/speakup_txprt.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/acpi/ac.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/acpi/acpi_ipmi.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__dyndbg,__jump_table,__versions
kernel/drivers/acpi/acpi_pad.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__jump_table,__versions
kernel/drivers/acpi/acpi_tad.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/acpi/battery.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/acpi/button.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.text,__dyndbg,__jump_table,__versions
kernel/drivers/acpi/fan.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/acpi/nfit/nfit.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.retpoline_sites,.rodata.str1.1,.text,.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/acpi/sbs.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/acpi/sbshc.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/acpi/video.ko	runtime-code-or-symbol-different	false	false	false	false	false	true	.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/android/binder_linux.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.rodata.str1.1,.rodata.str1.8,.text,.text.unlikely,__bug_table,__jump_table,__tracepoints,__versions
kernel/drivers/ata/acard-ahci.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/ahci.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/ata_generic.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/ata_piix.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/libahci.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/libata.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.text,__bug_table,__jump_table,__tracepoints,__versions
kernel/drivers/ata/pata_ali.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_amd.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_artop.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_atiixp.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_atp867x.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_cmd64x.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_efar.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_hpt366.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_hpt37x.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_it8213.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_it821x.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_jmicron.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_marvell.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_mpiix.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_netcell.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_ninja32.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_ns87410.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_ns87415.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_oldpiix.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_pcmcia.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_pdc2027x.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_pdc202xx_old.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_piccolo.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_rdc.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_rz1000.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_sch.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_serverworks.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_sil680.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__dyndbg,__jump_table,__versions
kernel/drivers/ata/pata_sis.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_triflex.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pata_via.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/pdc_adma.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_mv.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_nv.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_promise.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_qstor.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_sil.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_sil24.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_sis.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_svw.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_sx4.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_uli.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/ata/sata_via.ko	runtime-code-or-symbol-different	false	false	false	false	false	true	.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/ata/sata_vsc.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/adummy.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/ambassador.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/atmtcp.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/eni.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/firestream.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/fore_200e.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/he.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/horizon.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__jump_table,__versions
kernel/drivers/atm/idt77105.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/idt77252.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/iphase.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/lanai.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/nicstar.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/solos-pci.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/atm/suni.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/uPD98402.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/atm/zatm.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/base/regmap/regmap-sdw.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/base/regmap/regmap-spi.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/bcma/bcma.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.text,.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/block/aoe/aoe.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/block/brd.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/block/drbd/drbd.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/block/floppy.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/block/loop.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/block/mtip32xx/mtip32xx.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__dyndbg,__jump_table,__versions
kernel/drivers/block/nbd.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.rodata.str1.1,.text,.text.unlikely,__dyndbg,__jump_table,__tracepoints,__versions
kernel/drivers/block/null_blk/null_blk.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__jump_table,__tracepoints,__versions
kernel/drivers/block/pktcdvd.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.text,__dyndbg,__jump_table,__versions
kernel/drivers/block/rbd.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.parainstructions,.return_sites,.rodata.str1.1,.rodata.str1.8,.text,.text.unlikely,__bug_table,__dyndbg,__jump_table,__mcount_loc,__versions
kernel/drivers/block/rsxx/rsxx.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.text,.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/block/skd.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.return_sites,.rodata.str1.1,.text,.text.unlikely,__dyndbg,__jump_table,__versions
kernel/drivers/block/sx8.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/block/umem.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.text,__dyndbg,__jump_table,__versions
kernel/drivers/block/virtio_blk.ko	runtime-data-different-code-equivalent	false	false	true	true	true	true	__versions
kernel/drivers/block/xen-blkback/xen-blkback.ko	runtime-code-or-symbol-different	false	false	false	false	false	false	.orc_unwind,.orc_unwind_ip,.rodata.str1.1,.text,.text.unlikely,__dyndbg,__jump_table,__versions
